IDUsuario;RetiroDT;RetiroEstacion;AnclajeDT;AnclajeEstacion
14965;2017-03-01 09:20:55.197;47;2017-03-01 09:31:11.537;124
1241;2017-03-01 09:11:22.673;8;2017-03-01 09:31:42.000;54
83656;2017-03-01 09:28:35.153;42;2017-03-01 09:32:27.747;103
83117;2017-03-01 09:07:17.043;84;2017-03-01 09:32:55.080;11
48537;2017-03-01 09:26:57.073;44;2017-03-01 09:33:46.900;109
80838;2017-03-01 09:20:16.647;10;2017-03-01 09:34:32.493;6
58895;2017-03-01 09:30:20.060;18;2017-03-01 09:35:11.573;102
62534;2017-03-01 09:30:09.110;108;2017-03-01 09:35:49.157;118
78664;2017-03-01 09:29:31.983;11;2017-03-01 09:36:11.000;67
91032;2017-03-01 09:20:21.070;43;2017-03-01 09:36:33.000;65
83340;2017-03-01 09:28:38.763;80;2017-03-01 09:36:56.000;61
89639;2017-03-01 09:27:23.730;74;2017-03-01 09:37:21.850;60
84997;2017-03-01 09:32:18.283;18;2017-03-01 09:37:45.643;25
90008;2017-03-01 09:22:38.853;112;2017-03-01 09:37:58.000;28
79360;2017-03-01 09:33:59.080;41;2017-03-01 09:39:06.000;47
23108;2017-03-01 09:35:35.143;3;2017-03-01 09:40:32.000;86
68799;2017-03-01 09:34:01.033;38;2017-03-01 09:41:38.000;44
10156;2017-03-01 09:28:27.950;12;2017-03-01 09:42:20.000;49
91318;2017-03-01 09:23:42.993;77;2017-03-01 09:43:38.480;38
54453;2017-03-01 09:35:49.427;102;2017-03-01 09:44:12.923;37
87174;2017-03-01 09:37:18.317;62;2017-03-01 09:45:06.000;74
57056;2017-03-01 09:26:44.823;3;2017-03-01 09:45:28.000;48
85675;2017-03-01 09:35:06.970;54;2017-03-01 09:46:34.000;44
84102;2017-03-01 09:38:08.147;34;2017-03-01 09:47:55.000;94
76447;2017-03-01 09:40:41.803;13;2017-03-01 09:48:16.000;15
73026;2017-03-01 09:44:17.980;10;2017-03-01 09:48:43.000;61
78338;2017-03-01 09:31:18.483;113;2017-03-01 09:49:31.000;18
32672;2017-03-01 09:44:03.823;40;2017-03-01 09:50:23.563;17
25671;2017-03-01 09:33:10.283;59;2017-03-01 09:51:08.000;87
91018;2017-03-01 09:46:58.823;2;2017-03-01 09:51:58.000;70
2427;2017-03-01 09:47:45.027;39;2017-03-01 09:52:46.210;99
88350;2017-03-01 09:42:12.743;119;2017-03-01 09:53:33.613;46
89077;2017-03-01 09:46:01.043;60;2017-03-01 09:54:02.000;34
84974;2017-03-01 09:48:44.670;117;2017-03-01 09:54:13.313;50
69328;2017-03-01 09:45:40.353;80;2017-03-01 09:54:37.000;59
49828;2017-03-01 09:45:20.137;86;2017-03-01 09:54:56.000;21
53311;2017-03-01 09:46:59.840;3;2017-03-01 09:55:39.000;30
59779;2017-03-01 09:47:08.717;23;2017-03-01 09:56:11.000;34
83401;2017-03-01 09:50:17.513;54;2017-03-01 09:57:42.740;50
68977;2017-03-01 09:40:59.883;29;2017-03-01 09:58:03.117;2
70250;2017-03-01 09:42:05.947;30;2017-03-01 09:58:13.000;30
62822;2017-03-01 09:50:24.843;41;2017-03-01 09:58:59.000;34
58706;2017-03-01 09:42:52.680;10;2017-03-01 09:59:51.000;70
51676;2017-03-01 09:54:00.610;112;2017-03-01 10:00:36.693;116
72650;2017-03-01 09:39:25.117;125;2017-03-01 10:01:26.000;19
58675;2017-03-01 09:53:47.563;72;2017-03-01 10:01:58.000;1
86938;2017-03-01 09:55:42.597;34;2017-03-01 10:03:15.000;48
89629;2017-03-01 09:56:00.347;39;2017-03-01 10:03:47.140;46
72040;2017-03-01 09:47:56.357;53;2017-03-01 10:04:02.983;109
85433;2017-03-01 09:59:12.600;10;2017-03-01 10:04:57.747;6
36650;2017-03-01 09:55:48.690;70;2017-03-01 10:05:21.000;1
69516;2017-03-01 09:59:36.630;122;2017-03-01 10:05:42.603;46
42180;2017-03-01 09:58:37.660;61;2017-03-01 10:06:11.000;70
46340;2017-03-01 09:55:43.800;71;2017-03-01 10:06:53.000;81
47969;2017-03-01 09:48:13.480;84;2017-03-01 10:07:51.557;11
6132;2017-03-01 09:48:50.937;33;2017-03-01 10:08:31.853;99
45773;2017-03-01 10:02:52.663;75;2017-03-01 10:09:41.693;5
18701;2017-03-01 10:04:54.697;10;2017-03-01 10:10:58.000;8
17373;2017-03-01 10:06:35.557;118;2017-03-01 10:11:27.400;109
59076;2017-03-01 10:04:30.667;52;2017-03-01 10:12:10.000;92
89884;2017-03-01 10:02:35.820;4;2017-03-01 10:13:08.433;104
5005;2017-03-01 10:04:08.603;3;2017-03-01 10:14:38.000;57
24082;2017-03-01 10:08:12.420;3;2017-03-01 10:15:32.767;5
85201;2017-03-01 10:02:58.477;70;2017-03-01 10:16:00.000;68
45883;2017-03-01 09:55:31.237;83;2017-03-01 10:17:17.000;67
39516;2017-03-01 10:07:53.420;63;2017-03-01 10:17:50.000;58
45085;2017-03-01 10:05:15.137;93;2017-03-01 10:18:03.000;44
22109;2017-03-01 10:08:42.683;80;2017-03-01 10:18:38.000;8
20577;2017-03-01 10:12:41.593;9;2017-03-01 10:20:01.550;11
83706;2017-03-01 10:09:12.873;36;2017-03-01 10:20:19.000;44
62347;2017-03-01 10:13:47.127;43;2017-03-01 10:22:10.000;16
5267;2017-03-01 10:09:52.403;61;2017-03-01 10:23:37.000;54
55924;2017-03-01 10:19:39.147;67;2017-03-01 10:24:48.000;94
76987;2017-03-01 10:10:44.763;50;2017-03-01 10:25:12.000;65
32929;2017-03-01 10:14:33.110;129;2017-03-01 10:25:39.203;121
75590;2017-03-01 10:21:03.600;11;2017-03-01 10:26:25.000;9
86854;2017-03-01 10:17:03.630;28;2017-03-01 10:27:04.000;47
15872;2017-03-01 10:19:41.960;54;2017-03-01 10:27:34.000;3
88153;2017-03-01 10:23:15.977;43;2017-03-01 10:28:00.000;47
32071;2017-03-01 10:03:09.947;70;2017-03-01 10:28:44.000;41
15651;2017-03-01 10:16:03.863;111;2017-03-01 10:29:25.000;45
84793;2017-03-01 10:24:46.557;102;2017-03-01 10:30:47.000;39
49330;2017-03-01 10:19:47.070;43;2017-03-01 10:31:43.347;109
60685;2017-03-01 10:28:03.793;64;2017-03-01 10:33:06.777;66
59985;2017-03-01 10:13:35.017;119;2017-03-01 10:33:59.000;45
78119;2017-03-01 10:21:32.523;47;2017-03-01 10:34:50.670;11
85863;2017-03-01 10:30:20.530;8;2017-03-01 10:35:12.000;10
57526;2017-03-01 10:32:07.267;44;2017-03-01 10:36:58.450;91
20712;2017-03-01 08:54:34.893;58;2017-03-01 09:00:59.000;16
16082;2017-03-01 08:50:51.563;22;2017-03-01 09:01:17.000;28
36166;2017-03-01 08:57:33.160;46;2017-03-01 09:01:39.770;130
87733;2017-03-01 08:58:01.897;69;2017-03-01 09:01:51.000;67
85716;2017-03-01 08:52:29.797;47;2017-03-01 09:02:19.600;99
77425;2017-03-01 08:51:09.343;109;2017-03-01 09:02:54.510;99
87463;2017-03-01 08:58:55.427;41;2017-03-01 09:03:17.000;40
6039;2017-03-01 09:00:04.540;15;2017-03-01 09:03:30.000;27
11369;2017-03-01 08:50:23.670;67;2017-03-01 09:04:15.727;102
80799;2017-03-01 08:59:57.540;122;2017-03-01 09:04:44.833;108
62756;2017-03-01 08:58:04.460;68;2017-03-01 09:04:52.120;64
48220;2017-03-01 09:01:56.320;81;2017-03-01 09:05:58.000;78
41197;2017-03-01 09:02:08.727;130;2017-03-01 09:06:54.000;45
81121;2017-03-01 08:58:19.053;94;2017-03-01 09:07:13.873;12
91318;2017-03-01 08:59:55.757;75;2017-03-01 09:07:29.000;70
70123;2017-03-01 08:59:52.740;87;2017-03-01 09:08:00.000;67
40305;2017-03-01 08:53:31.300;9;2017-03-01 09:09:02.667;112
48107;2017-03-01 08:59:20.757;77;2017-03-01 09:09:25.000;69
79048;2017-03-01 09:04:38.183;111;2017-03-01 09:09:56.817;114
73649;2017-03-01 08:55:17.270;28;2017-03-01 09:10:17.620;112
22577;2017-03-01 08:55:56.690;69;2017-03-01 09:10:40.000;14
66409;2017-03-01 09:00:48.867;61;2017-03-01 09:11:01.000;70
24743;2017-03-01 09:04:19.823;12;2017-03-01 09:11:19.697;89
83750;2017-03-01 09:03:51.730;119;2017-03-01 09:11:31.633;115
80968;2017-03-01 08:50:32.813;90;2017-03-01 09:12:26.250;76
87128;2017-03-01 08:55:40.287;52;2017-03-01 09:13:25.690;102
5258;2017-03-01 08:59:42.600;6;2017-03-01 09:14:02.000;70
6013;2017-03-01 09:09:33.310;3;2017-03-01 09:14:49.283;71
47448;2017-03-01 09:04:09.167;75;2017-03-01 09:16:02.680;11
90813;2017-03-01 09:02:39.633;21;2017-03-01 09:16:50.280;35
22655;2017-03-01 09:10:29.780;65;2017-03-01 09:17:16.000;69
21939;2017-03-01 09:08:12.780;19;2017-03-01 09:17:45.250;105
19344;2017-03-01 08:59:15.070;38;2017-03-01 09:17:57.000;9
8001;2017-03-01 09:11:14.547;15;2017-03-01 09:18:22.000;20
54818;2017-03-01 09:09:15.937;110;2017-03-01 09:19:10.180;114
71761;2017-03-01 09:13:17.173;8;2017-03-01 09:19:52.000;21
77811;2017-03-01 08:59:56.553;31;2017-03-01 09:20:10.590;112
62497;2017-03-01 09:09:48.280;111;2017-03-01 09:20:33.000;92
87981;2017-03-01 09:10:55.123;60;2017-03-01 09:21:08.000;34
86416;2017-03-01 09:14:37.283;128;2017-03-01 09:21:15.000;29
68807;2017-03-01 09:02:20.667;67;2017-03-01 09:21:45.943;123
69096;2017-03-01 09:13:06.313;77;2017-03-01 09:22:44.530;5
91166;2017-03-01 09:03:10.633;28;2017-03-01 09:23:20.017;111
71213;2017-03-01 09:16:17.270;61;2017-03-01 09:24:03.000;21
440;2017-03-01 09:03:52.760;40;2017-03-01 09:24:21.253;119
91196;2017-03-01 09:08:43.390;33;2017-03-01 09:25:14.933;123
90374;2017-03-01 09:19:27.787;94;2017-03-01 09:25:42.000;3
82414;2017-03-01 09:13:43.957;27;2017-03-01 09:26:08.000;70
70181;2017-03-01 09:20:47.007;28;2017-03-01 09:26:59.000;49
90442;2017-03-01 09:19:43.130;47;2017-03-01 09:27:28.923;25
30935;2017-03-01 09:12:54.127;126;2017-03-01 09:27:43.000;4
32846;2017-03-01 09:07:35.280;111;2017-03-01 09:28:12.000;42
65135;2017-03-01 09:17:19.770;113;2017-03-01 09:28:50.000;88
31498;2017-03-01 09:04:21.213;1;2017-03-01 09:29:40.000;27
33518;2017-03-01 09:24:24.463;15;2017-03-01 09:29:51.000;87
57;2017-03-01 09:23:47.620;10;2017-03-01 09:30:31.000;65
23516;2017-03-01 09:18:36.913;40;2017-03-01 09:31:31.000;62
18058;2017-03-01 09:26:19.027;27;2017-03-01 09:32:02.000;21
89935;2017-03-01 09:17:20.147;127;2017-03-01 09:32:42.710;119
35681;2017-03-01 09:25:32.997;56;2017-03-01 09:33:02.787;6
43679;2017-03-01 09:26:56.497;50;2017-03-01 09:33:49.020;120
64154;2017-03-01 09:31:00.077;39;2017-03-01 09:34:54.927;17
44726;2017-03-01 09:28:14.687;54;2017-03-01 09:35:17.763;50
22798;2017-03-01 09:18:36.770;92;2017-03-01 09:35:54.000;3
49975;2017-03-01 09:28:54.357;90;2017-03-01 09:36:29.307;99
52835;2017-03-01 09:12:45.047;82;2017-03-01 09:36:48.630;35
64459;2017-03-01 09:31:19.250;115;2017-03-01 09:37:06.587;125
54715;2017-03-01 09:33:54.767;108;2017-03-01 09:37:32.047;108
18035;2017-03-01 09:29:53.937;12;2017-03-01 09:37:54.000;1
90605;2017-03-01 09:28:00.887;60;2017-03-01 09:38:32.000;80
89629;2017-03-01 09:28:37.623;101;2017-03-01 09:40:28.000;40
91141;2017-03-01 09:21:48.117;13;2017-03-01 09:40:47.003;5
62870;2017-03-01 09:30:10.187;3;2017-03-01 09:41:44.000;28
17114;2017-03-01 09:34:14.517;8;2017-03-01 09:42:39.000;26
1643;2017-03-01 09:33:39.940;28;2017-03-01 09:43:44.000;48
89937;2017-03-01 09:40:20.180;54;2017-03-01 09:44:49.750;50
82278;2017-03-01 09:38:46.007;123;2017-03-01 09:45:29.833;111
88112;2017-03-01 09:38:42.240;130;2017-03-01 09:45:44.910;99
37416;2017-03-01 09:33:03.610;114;2017-03-01 09:47:29.000;47
79974;2017-03-01 09:40:40.133;39;2017-03-01 09:47:59.000;26
72333;2017-03-01 09:43:20.680;30;2017-03-01 09:48:24.000;54
82553;2017-03-01 09:34:21.707;57;2017-03-01 09:49:09.000;29
45689;2017-03-01 09:28:42.450;128;2017-03-01 09:50:16.143;93
84862;2017-03-01 09:40:44.693;43;2017-03-01 09:51:03.827;122
76329;2017-03-01 09:41:39.493;11;2017-03-01 09:51:28.677;72
63699;2017-03-01 09:44:26.870;111;2017-03-01 09:52:20.000;47
78217;2017-03-01 09:43:36.243;30;2017-03-01 09:53:24.230;50
1857;2017-03-01 09:48:18.967;111;2017-03-01 09:53:45.110;118
8424;2017-03-01 09:31:34.483;67;2017-03-01 09:54:07.000;34
76951;2017-03-01 09:44:05.510;101;2017-03-01 09:54:17.670;5
89522;2017-03-01 09:48:55.233;115;2017-03-01 09:54:55.897;112
86941;2017-03-01 09:37:42.067;61;2017-03-01 09:55:38.243;46
89442;2017-03-01 09:48:42.233;115;2017-03-01 09:56:07.223;112
27821;2017-03-01 09:44:44.683;85;2017-03-01 09:56:38.687;105
86627;2017-03-01 09:47:02.903;48;2017-03-01 09:57:51.000;75
91077;2017-03-01 09:42:15.477;54;2017-03-01 09:58:13.013;46
5727;2017-03-01 09:47:58.090;79;2017-03-01 09:58:29.027;5
40145;2017-03-01 09:54:26.533;40;2017-03-01 09:59:39.130;25
75418;2017-03-01 09:46:20.823;60;2017-03-01 10:00:08.827;46
83159;2017-03-01 09:50:33.280;87;2017-03-01 10:00:41.357;50
6643;2017-03-01 09:52:53.250;9;2017-03-01 10:01:48.487;46
62556;2017-03-01 09:50:12.657;13;2017-03-01 10:02:17.000;69
22616;2017-03-01 09:39:33.023;113;2017-03-01 10:03:20.000;31
21024;2017-03-01 09:51:00.000;56;2017-03-01 10:03:53.037;37
73878;2017-03-01 10:00:02.083;101;2017-03-01 10:04:34.000;8
67930;2017-03-01 09:56:06.270;43;2017-03-01 10:05:08.000;49
85909;2017-03-01 09:56:57.787;5;2017-03-01 10:05:33.047;12
3902;2017-03-01 09:45:55.417;59;2017-03-01 10:06:00.000;73
26898;2017-03-01 09:57:30.347;60;2017-03-01 10:06:15.000;70
77074;2017-03-01 09:56:32.473;120;2017-03-01 10:07:09.467;98
69761;2017-03-01 10:02:35.947;109;2017-03-01 10:08:10.000;47
48172;2017-03-01 10:00:24.647;80;2017-03-01 10:09:26.000;57
84212;2017-03-01 10:01:45.053;77;2017-03-01 10:10:05.873;2
104;2017-03-01 10:04:46.197;6;2017-03-01 10:11:03.760;24
68357;2017-03-01 09:58:43.507;37;2017-03-01 10:11:34.750;99
71761;2017-03-01 10:06:07.073;10;2017-03-01 10:12:36.357;6
90329;2017-03-01 10:05:39.307;49;2017-03-01 10:13:57.560;109
90320;2017-03-01 10:08:31.903;55;2017-03-01 10:15:13.000;36
6214;2017-03-01 10:11:09.233;17;2017-03-01 10:15:38.000;21
24674;2017-03-01 10:08:23.763;21;2017-03-01 10:17:03.000;63
79264;2017-03-01 10:13:06.313;67;2017-03-01 10:17:35.000;73
27904;2017-03-01 10:11:01.157;43;2017-03-01 10:18:24.000;21
78754;2017-03-01 10:12:55.673;117;2017-03-01 10:19:10.000;51
66126;2017-03-01 10:07:14.763;2;2017-03-01 10:20:14.060;13
69775;2017-03-01 10:16:35.567;79;2017-03-01 10:21:17.783;75
88303;2017-03-01 10:17:53.037;93;2017-03-01 10:22:48.000;41
43928;2017-03-01 09:54:10.003;67;2017-03-01 10:24:17.000;70
14744;2017-03-01 10:17:59.270;9;2017-03-01 10:25:02.520;11
84153;2017-03-01 10:18:06.333;72;2017-03-01 10:25:24.590;2
70056;2017-03-01 10:08:32.280;2;2017-03-01 10:26:08.630;22
8836;2017-03-01 10:12:05.233;13;2017-03-01 10:26:45.000;20
84437;2017-03-01 10:17:47.847;129;2017-03-01 10:27:16.250;50
79327;2017-03-01 10:22:47.853;54;2017-03-01 10:27:53.793;130
40354;2017-03-01 10:18:21.427;52;2017-03-01 10:28:30.000;31
87907;2017-03-01 10:23:47.650;129;2017-03-01 10:29:14.513;130
5835;2017-03-01 10:17:44.347;6;2017-03-01 10:30:15.683;101
39813;2017-03-01 10:19:24.020;102;2017-03-01 10:31:36.817;93
52616;2017-03-01 10:19:09.990;40;2017-03-01 10:32:41.000;108
90566;2017-03-01 10:29:33.733;72;2017-03-01 10:33:16.000;70
91108;2017-03-01 10:28:02.013;34;2017-03-01 10:34:23.660;95
5751;2017-03-01 10:26:00.793;58;2017-03-01 10:35:12.560;35
83401;2017-03-01 10:32:15.500;50;2017-03-01 10:36:16.737;128
28003;2017-03-01 10:33:54.547;48;2017-03-01 10:37:38.000;20
23459;2017-03-01 10:34:28.000;70;2017-03-01 10:38:41.220;66
78514;2017-03-01 10:33:35.593;39;2017-03-01 10:39:27.770;99
20505;2017-03-01 10:30:31.843;6;2017-03-01 10:39:51.000;40
89629;2017-03-01 10:33:44.737;46;2017-03-01 10:40:21.000;39
18151;2017-03-01 10:37:23.130;61;2017-03-01 10:41:26.047;60
5914;2017-03-01 10:38:52.880;113;2017-03-01 10:42:28.650;111
38442;2017-03-01 10:33:27.673;67;2017-03-01 10:43:31.000;16
61382;2017-03-01 10:37:25.630;90;2017-03-01 10:45:14.457;124
57887;2017-03-01 10:38:13.067;64;2017-03-01 10:46:23.000;59
79453;2017-03-01 10:35:14.457;26;2017-03-01 10:47:11.000;8
91166;2017-03-01 10:42:47.430;111;2017-03-01 10:48:06.470;119
78819;2017-03-01 10:35:43.753;12;2017-03-01 10:48:38.830;35
66401;2017-03-01 10:43:45.993;39;2017-03-01 10:49:14.677;99
62600;2017-03-01 10:45:18.807;13;2017-03-01 10:50:02.000;1
32619;2017-03-01 10:47:12.510;40;2017-03-01 10:50:28.000;39
47889;2017-03-01 10:41:13.147;31;2017-03-01 10:50:39.000;20
89360;2017-03-01 10:37:29.833;34;2017-03-01 10:50:57.000;80
71532;2017-03-01 10:36:07.533;101;2017-03-01 10:51:32.480;46
21516;2017-03-01 10:29:31.077;38;2017-03-01 10:52:41.120;114
91269;2017-03-01 10:34:45.003;65;2017-03-01 10:53:17.877;50
72193;2017-03-01 10:46:34.043;44;2017-03-01 10:54:00.000;21
65491;2017-03-01 10:46:47.700;29;2017-03-01 10:55:09.000;49
48680;2017-03-01 10:51:26.297;16;2017-03-01 10:56:00.000;39
86213;2017-03-01 10:37:12.283;116;2017-03-01 10:56:46.573;98
90084;2017-03-01 10:50:06.903;31;2017-03-01 10:57:09.007;13
82532;2017-03-01 10:43:13.790;29;2017-03-01 10:58:01.000;73
3857;2017-03-01 10:44:32.947;39;2017-03-01 10:58:39.000;63
90566;2017-03-01 10:54:42.893;67;2017-03-01 11:00:20.000;73
84656;2017-03-01 10:48:20.357;45;2017-03-01 11:00:37.310;121
53282;2017-03-01 10:41:52.943;79;2017-03-01 11:00:54.297;127
84189;2017-03-01 10:47:58.340;123;2017-03-01 11:01:53.190;102
78219;2017-03-01 10:53:39.860;30;2017-03-01 11:02:32.040;2
14753;2017-03-01 10:59:01.707;2;2017-03-01 11:02:55.160;71
79803;2017-03-01 10:44:13.260;52;2017-03-01 11:03:56.000;36
47794;2017-03-01 10:58:51.927;123;2017-03-01 11:04:42.000;54
87065;2017-03-01 10:59:02.037;41;2017-03-01 11:05:54.557;37
68977;2017-03-01 10:48:25.637;2;2017-03-01 11:06:09.000;29
55846;2017-03-01 10:55:51.673;109;2017-03-01 11:08:16.557;52
53082;2017-03-01 11:01:13.100;28;2017-03-01 11:08:17.000;45
83802;2017-03-01 11:05:30.620;49;2017-03-01 11:10:06.000;87
53311;2017-03-01 11:04:32.510;30;2017-03-01 11:11:10.000;3
83976;2017-03-01 11:07:52.463;58;2017-03-01 11:12:24.000;9
82318;2017-03-01 10:50:40.153;8;2017-03-01 11:12:44.000;47
87375;2017-03-01 11:08:42.277;23;2017-03-01 11:13:20.497;101
91141;2017-03-01 11:03:25.930;5;2017-03-01 11:14:08.000;94
55253;2017-03-01 11:08:56.840;52;2017-03-01 11:15:08.000;54
1643;2017-03-01 11:07:34.870;48;2017-03-01 11:16:15.000;28
43948;2017-03-01 11:12:38.860;44;2017-03-01 11:18:16.090;130
57464;2017-03-01 11:09:30.357;19;2017-03-01 11:18:40.777;101
72357;2017-03-01 11:13:59.687;60;2017-03-01 11:19:56.000;10
64363;2017-03-01 11:03:25.273;36;2017-03-01 11:20:40.823;108
17844;2017-03-01 11:07:46.247;50;2017-03-01 11:20:53.000;85
83237;2017-03-01 11:17:35.330;122;2017-03-01 11:22:10.290;119
82745;2017-03-01 11:10:05.733;89;2017-03-01 11:22:19.243;35
87993;2017-03-01 11:19:37.113;54;2017-03-01 11:23:17.920;52
46912;2017-03-01 11:10:13.327;122;2017-03-01 11:23:27.000;85
68530;2017-03-01 11:16:01.610;10;2017-03-01 11:23:58.000;67
27811;2017-03-01 11:17:46.707;121;2017-03-01 11:24:27.000;48
38787;2017-03-01 11:15:45.610;33;2017-03-01 11:25:39.000;4
87615;2017-03-01 11:15:35.050;62;2017-03-01 11:26:46.000;7
30314;2017-03-01 11:16:30.470;11;2017-03-01 11:27:35.000;70
51573;2017-03-01 11:11:47.170;112;2017-03-01 11:29:22.887;43
78813;2017-03-01 11:27:01.983;86;2017-03-01 11:30:09.000;30
84845;2017-03-01 11:18:38.240;92;2017-03-01 11:30:33.077;37
58587;2017-03-01 11:20:14.333;101;2017-03-01 11:31:34.550;5
55354;2017-03-01 11:13:53.267;10;2017-03-01 11:32:20.317;82
86363;2017-03-01 11:26:41.783;60;2017-03-01 11:33:58.217;66
90086;2017-03-01 11:11:50.547;119;2017-03-01 11:34:32.567;37
5449;2017-03-01 11:30:18.220;10;2017-03-01 11:35:45.000;9
27206;2017-03-01 11:31:55.910;92;2017-03-01 11:36:32.000;90
87962;2017-03-01 11:33:14.820;70;2017-03-01 11:37:09.783;72
23139;2017-03-01 11:30:39.077;39;2017-03-01 11:37:43.947;106
86932;2017-03-01 11:33:59.127;18;2017-03-01 11:38:26.093;38
34070;2017-03-01 11:25:00.917;39;2017-03-01 11:38:45.000;55
41580;2017-03-01 11:34:54.797;50;2017-03-01 11:39:22.000;47
6224;2017-03-01 10:56:55.643;50;2017-03-01 11:39:56.000;90
9581;2017-03-01 11:31:02.663;31;2017-03-01 11:40:13.820;105
46340;2017-03-01 11:17:43.800;81;2017-03-01 11:41:23.757;108
89755;2017-03-01 11:33:10.160;61;2017-03-01 11:41:56.000;67
8216;2017-03-01 11:16:45.550;2;2017-03-01 11:42:48.000;12
48108;2017-03-01 11:24:22.463;32;2017-03-01 11:43:04.000;40
55253;2017-03-01 11:37:34.773;54;2017-03-01 11:43:28.940;52
68577;2017-03-01 11:33:16.100;93;2017-03-01 11:45:08.000;26
34083;2017-03-01 11:37:25.537;80;2017-03-01 11:46:11.000;77
39168;2017-03-01 11:42:05.310;16;2017-03-01 11:46:39.000;34
3556;2017-03-01 11:40:17.397;9;2017-03-01 11:47:38.613;95
53514;2017-03-01 11:40:30.320;9;2017-03-01 11:48:12.497;95
48359;2017-03-01 11:37:05.770;124;2017-03-01 11:48:32.250;112
60060;2017-03-01 11:38:52.340;98;2017-03-01 11:48:45.000;44
70231;2017-03-01 11:35:49.247;32;2017-03-01 11:50:23.300;118
72941;2017-03-01 11:37:52.650;111;2017-03-01 11:50:51.000;45
48344;2017-03-01 11:41:55.247;102;2017-03-01 11:51:42.450;95
81121;2017-03-01 11:48:37.320;86;2017-03-01 11:52:37.753;13
46776;2017-03-01 11:47:37.100;70;2017-03-01 11:53:36.540;66
49828;2017-03-01 11:46:24.333;45;2017-03-01 11:54:03.000;47
31947;2017-03-01 11:46:16.380;13;2017-03-01 11:55:14.000;31
56453;2017-03-01 11:31:49.237;44;2017-03-01 11:56:32.777;98
50004;2017-03-01 11:46:09.880;70;2017-03-01 11:57:18.000;9
27403;2017-03-01 11:38:32.090;111;2017-03-01 11:57:47.280;24
69282;2017-03-01 11:50:39.417;34;2017-03-01 11:58:36.000;10
86213;2017-03-01 11:49:23.073;29;2017-03-01 11:58:53.867;116
23436;2017-03-01 11:54:05.157;10;2017-03-01 11:59:10.783;11
82726;2017-03-01 11:39:20.547;65;2017-03-01 11:59:58.233;38
72650;2017-03-01 11:34:19.727;19;2017-03-01 12:00:30.520;117
87138;2017-03-01 11:51:01.513;62;2017-03-01 12:00:58.000;18
51;2017-03-01 11:53:42.970;5;2017-03-01 12:01:39.797;2
39168;2017-03-01 11:57:43.737;34;2017-03-01 12:02:50.000;57
32896;2017-03-01 11:51:46.967;52;2017-03-01 12:03:38.493;109
21363;2017-03-01 12:00:49.490;9;2017-03-01 12:04:30.053;6
87236;2017-03-01 11:56:49.627;125;2017-03-01 12:05:56.930;112
25763;2017-03-01 11:59:01.910;10;2017-03-01 12:07:01.000;77
22231;2017-03-01 11:53:30.327;12;2017-03-01 12:08:16.490;24
86943;2017-03-01 12:03:09.337;46;2017-03-01 12:08:52.380;98
51103;2017-03-01 11:43:36.437;29;2017-03-01 12:09:26.000;55
66401;2017-03-01 11:59:50.177;16;2017-03-01 12:09:43.747;37
90004;2017-03-01 12:03:35.883;47;2017-03-01 12:10:23.000;42
53082;2017-03-01 12:03:32.307;45;2017-03-01 12:10:43.000;28
51400;2017-03-01 11:58:36.037;10;2017-03-01 12:12:14.000;74
6224;2017-03-01 12:09:07.277;90;2017-03-01 12:13:18.000;45
68618;2017-03-01 12:03:07.867;21;2017-03-01 12:13:58.000;77
75235;2017-03-01 12:00:13.740;51;2017-03-01 12:15:06.000;10
78717;2017-03-01 12:02:41.430;98;2017-03-01 12:15:48.000;56
59791;2017-03-01 12:00:05.257;34;2017-03-01 12:16:59.000;23
27206;2017-03-01 12:12:26.157;90;2017-03-01 12:18:04.000;92
89720;2017-03-01 12:11:09.000;34;2017-03-01 12:18:55.460;60
78531;2017-03-01 11:45:00.877;3;2017-03-01 12:19:37.000;3
89623;2017-03-01 12:14:37.907;72;2017-03-01 12:20:08.000;67
45773;2017-03-01 12:13:57.000;5;2017-03-01 12:20:40.680;75
66777;2017-03-01 12:13:30.593;1;2017-03-01 12:20:56.520;13
56474;2017-03-01 12:06:10.493;23;2017-03-01 12:21:28.000;26
90084;2017-03-01 12:16:57.067;13;2017-03-01 12:21:53.000;31
10951;2017-03-01 12:15:18.423;102;2017-03-01 12:22:08.000;45
79554;2017-03-01 12:16:17.220;87;2017-03-01 12:22:46.000;32
80061;2017-03-01 12:18:05.583;114;2017-03-01 12:23:27.153;50
88192;2017-03-01 12:11:58.623;39;2017-03-01 12:24:24.000;55
47794;2017-03-01 12:16:22.877;53;2017-03-01 12:25:27.000;20
62254;2017-03-01 12:05:31.290;115;2017-03-01 12:25:54.000;45
59203;2017-03-01 11:55:42.690;39;2017-03-01 12:26:47.147;115
58686;2017-03-01 12:19:03.613;45;2017-03-01 12:27:24.217;108
74832;2017-03-01 12:21:49.507;72;2017-03-01 12:28:02.433;66
45642;2017-03-01 12:23:59.507;50;2017-03-01 12:28:31.000;47
10932;2017-03-01 12:17:37.190;58;2017-03-01 12:29:23.000;23
75904;2017-03-01 12:25:40.727;108;2017-03-01 12:30:19.667;120
34083;2017-03-01 12:22:51.600;62;2017-03-01 12:31:15.000;80
64106;2017-03-01 12:23:14.117;42;2017-03-01 12:32:11.140;38
10193;2017-03-01 12:23:14.897;38;2017-03-01 12:32:17.000;55
